id,area,lat,lng
1883,Курчатов,51.65380096,35.67330933
1999,Коммунар,59.63201904,30.41500282
1355,Дюртюли,55.48605347,54.86880493
4977,Большое Сорокино,56.62953949,69.80747223
1268,Верхний Тагил,57.37378693,59.94129562
1075,Североморск,69.0740509,33.41637421
4850,Толмачево,55.01010132,82.65454865
1081,Костомукша,64.58732605,30.59863472
2743,Иваново (Брестская область),52.14587784,25.53268051
2782,Фергана,40.37648773,71.7913208
3703,Шилово,54.32330704,40.88799286
5085,Крекшино,55.57839966,37.1110611
1040,Черняховск,54.63471985,21.81193924
1645,Чистополь,55.36978149,50.64147949
1639,Менделеевск,55.89162445,52.32061386
1938,Сковородино,53.97929382,123.94332886
3664,Балахта (Красноярский край),55.39002609,91.61955261
1507,Знаменск,48.58455658,45.72043991
1458,Тимашевск,45.61171341,38.93335724
1108,Десногорск,54.15831375,33.29228592
5833,Култаево,57.89519501,55.93746948
1565,Бугуруслан,53.65578842,52.43783188
1403,Озерск (Челябинская область),55.7585907,60.72277451
2084,Дзержинский,55.63050079,37.8487587
1909,Мичуринск,52.89424133,40.49884796
4580,Кумылженская,49.88895416,42.57577896
1092,Гдов,58.74184799,27.8163147
2334,Бобруйск,53.14489365,29.23532867
1648,Глазов,58.13643646,52.65610504
5461,Янино-1,59.94852066,30.55685806
1862,Боровск,55.20732498,36.48568726
3941,Товарково (Калужская область),54.68371201,35.96715164
5459,Усть-Луга,59.6569252,28.2528019
1292,Нижняя Салда,58.07730103,60.72827911
1487,Зеленокумск,44.42122269,43.86722565
3844,Волово,53.56319809,37.99849701
2784,Коканд,40.54084778,70.9473877
1798,Лихославль,57.12191772,35.47703934
1951,Большой Камень,43.11739349,132.35047913
1834,Мглин,53.05944443,32.83573914
4511,Зимовники,47.15681458,42.46835327
2066,Руза,55.70173645,36.19327927
109,Эстония,58.68366241,25.83779716
2026,Егорьевск,55.3781395,39.04365921
1334,Очер,57.88228607,54.71821976
1725,Кольчугино,56.29408646,39.37696457
1542,Красный Сулин,47.8966217,40.05673599
1689,Заволжье,56.64622116,43.38337708
1467,Прохладный,43.75940323,44.01080322
2837,Ткибули,42.35028076,42.99832916
1824,Новый Оскол,50.76025391,37.87003326
1640,Мензелинск,55.71747208,53.07348633
1271,Верхняя Тура,58.35955048,59.82083511
2953,Уруссу,54.59894562,53.46398163
1359,Мелеуз,52.96109009,55.92829514
1213,Тогучин,55.23029327,84.39293671
2658,Северская станица,44.85162354,38.67713165
3676,Вурнары,55.49893188,46.9528389
1777,Мантурово,58.33457947,44.77245712
1245,Тайга,56.0609169,85.62436676
2021,Волоколамск,56.03628922,35.95737076
3279,Львовское,55.31388855,37.52222061
1037,Светлый,54.67181396,20.12989235
6245,Витим,57.58355713,116.48627472
2698,Алупка,44.42100525,34.04352188
1949,Арсеньев,44.15085983,133.29150391
4317,Балакирево,56.49986267,38.84450912
1363,Сибай,52.71790695,58.66625214
1488,Изобильный,45.36658478,41.70914078
4216,Аликово,55.73840332,46.74756241
1558,Инсар,53.86854935,44.38249207
5057,Тучково,55.60056305,36.4674263
2386,Джанкой,45.71068573,34.39171982
4819,Майма,52.00416565,85.90216827
1182,Олекминск,60.37862778,120.42372131
1262,Алапаевск,57.84091187,61.70267105
1450,Крымск,44.93022537,37.98711014
4035,Бежаницы,56.9739418,29.88149452
5524,Индустриальный (Краснодарский край),45.10110474,39.1143074
1258,Колпашево,58.31764603,82.89981079
2054,Озеры,,
1436,Малгобек,43.53577423,44.64126968
1270,Верхняя Салда,58.05093002,60.54880142
1921,Кимовск,53.97175598,38.53302383
3044,Сергиевск,53.94150925,51.16649628
1131,Вихоревка,56.11700058,101.16699982
1578,Заречный (Пензенская область),53.19977951,45.15619659
4979,Вагай,57.93268204,69.02259064
5270,Троицкое (Сахалинская область),46.92419815,142.64439392
1309,Далматово,56.25746918,62.92707825
1974,Шахтерск (Сахалинская область),49.17366409,142.12533569
203,Вьетнам,13.4233942,108.25662231
1807,Гаврилов-Ям,57.3047905,39.85362244
213,Греция,38.14803314,23.95284462
1856,Россошь,50.18756485,39.58671951
2018,Шлиссельбург,59.94055176,31.04009438
1151,Дивногорск,55.96245193,92.38053894
1303,Сухой Лог,56.89915848,62.0317421
4092,Лоухи,66.07505035,33.04877853
5877,"Прогресс (Янаульский район, Башкортостан)",56.24238586,54.718853
2955,Малые Вязёмы,55.6309166,37.01483917
1186,Удачный,66.40000153,112.31700134
1525,Петров Вал,50.14100266,45.20643997
1573,Сорочинск,52.43556213,53.15067673
1102,Пыталово,57.06442261,27.92053032
2844,Кант,42.88882446,74.8457489
1717,Александров,56.40000153,38.73300171
33,Израиль,30.81242561,34.859478
2002,Луга,58.73822403,29.84724236
2506,Богучаны,58.38470459,97.45587158
1382,Урай,60.13396072,64.80176544
1808,Данилов,58.18263626,40.14333344
1518,Котово,50.31378174,44.8121109
1189,Саяногорск,53.08938599,91.41139984
1539,Зерноград,46.85129166,40.30420303
4055,Ленинский (Тульская область),54.2894516,37.45713425
2247,Кобрин,52.21169281,24.3561554
2785,Маргилан,40.47532272,71.72562408
2010,Приозерск,61.03768158,30.13126183
1701,Урень,57.46286011,45.79977798
3718,Верхний Мамон,50.17014694,40.40816116
2000,Лодейное Поле,60.7343483,33.53444672
2240,Береза,52.52668381,24.96932602
1643,Нурлат,54.43622208,50.80752563
1315,Шумиха,55.22847366,63.29968643
1801,Ржев,56.26989746,34.32992554
2385,Саки,45.13987732,33.60418701
4762,Курагино,53.89126968,92.68018341
1053,Валдай,57.97873688,33.25452042
2753,Энем,44.9215889,38.91033936
3670,Родино,44.5739212,8.01912594
3855,Становое,54.8205986,68.31864166
1700,Сергач,55.52198029,45.43547821
6385,Поварово,56.07853699,37.05924225
1386,Бакал,54.93857193,58.80976486
50,Китай,36.55937195,103.7533493
1431,Кизляр,43.84732437,46.70905304
1120,Гусиноозерск,51.28695297,106.54440308
1207,Карасук,53.72792053,78.05047607
1515,Калач-на-Дону,48.679039,43.54766846
1740,Бабаево,59.39648438,35.94519424
4772,Северо-Енисейский (Красноярский край),60.37464905,93.02884674
1013,Мирный (Архангельская область),62.76107407,40.33876038
1346,Ялуторовск,56.65509033,66.31179047
5652,Октябрьское (Пригородный район),43.05486298,44.74707031
1508,Камызяк,46.11212158,48.07072449
3852,Красное (Липецкая область),52.86384964,38.77198792
1769,Южа,56.58343506,42.00456238
2100,Дедовск,55.86003113,37.12136078
2697,Нарышкино,52.96681595,35.70701981
4594,Красные Баррикады,46.20359039,47.86072159
2789,Термез,37.24424744,67.28314972
2029,Кашира,54.83423233,38.15138245
1283,Краснотурьинск,59.76329041,60.20303345
190,Темиртау,50.05878067,72.9535675
6458,Сириус,43.4086113,39.95249939
1957,Спасск-Дальний,44.60127258,132.82872009
5894,Ямбург (Ямало-Ненецкий АО),67.91400146,74.8923111
3048,Талгар,43.30272293,77.23953247
2452,Медвежье Озеро,64.21669769,33.71670151
1529,Фролово,49.76324463,43.64683914
3058,Калининская,45.1216774,39.02334976
5263,Чугуевка,44.16448212,133.855896
182,Рудный,52.96445847,63.1334877
1373,Мегион,61.03882217,76.10031128
1722,Карабаново,56.31428909,38.71353912
1056,Пестово,58.59925842,35.79829025
2264,Орша,54.51097107,30.42863655
2507,Сестрорецк,60.10559464,29.96460533
2961,Кронштадт,60.0,29.7670002
1537,Донецк (Ростовская область),48.32981491,39.96471024
1598,Аткарск,51.87071228,44.99256134
3734,Павловская Слобода,55.81409073,37.08598709
1659,Шумерля,55.52595901,46.37122345
2016,Тихвин,59.64631653,33.510746
2381,Алушта,44.67283249,34.40573502
2690,Ванино,49.09075165,140.25805664
38,Италия,43.52555084,12.16000175
2328,Солигорск,52.78619766,27.52424431
1945,Елизово,53.18933105,158.38298035
4820,Онгудай,50.74966431,86.13393402
4333,Верхнеднепровский,54.9812355,33.34621811
4671,Каргасок,59.0573082,80.86845398
1263,Арамиль,56.69945145,60.82521057
7,Австрия,47.58707047,14.14098835
6923,Верхневилюйск,63.44945526,120.30680084
4494,Багаевская,47.3211174,40.37011719
304,Салехард,66.53089905,66.60240173
5281,Новый Ургал,51.06865692,132.60264587
2756,Себеж,56.28705978,28.48281479
2754,Архипо-Осиповка,44.36991882,38.53377914
6311,Преображение,42.90309906,133.91029358
45,Канада,62.57421112,-96.60791016
1601,Вольск,52.04552841,47.38806152
2046,Старая Купавна,55.80851364,38.17750168
3690,Краснообск,54.91769791,82.98506165
4970,Абатское,56.28902435,70.45302582
2243,Жабинка,52.19536972,24.01511765
2060,Климовск (Московская область),55.3588829,37.52059555
1160,Кодинск,58.60294342,99.18805695
1070,Мончегорск,67.93338776,32.93571091
1688,Городец,56.64706039,43.49103165
1513,Дубовка,49.06003952,44.82226181
1138,Слюдянка,51.65650177,103.7184906
2639,Павловская,46.1356163,39.78341293
5962,"Михнево (Московская область, Ступинский район)",55.05619431,38.09373093
1863,Ермолино (Калужская область),55.21324921,36.60419464
1159,Канск,56.20519257,95.70582581
1121,Закаменск,50.37543106,103.29145813
3827,Горшечное,51.52319717,38.02258301
1033,Пионерский,54.95199203,20.23988152
1404,Пласт,54.37290955,60.81126022
1917,Болохово,54.08254623,37.82990265
2036,Московский,55.60216522,37.34661102
5545,Сабетта (Ямало-Ненецкий АО),71.23239899,72.13950348
4160,Тельмана,40.68899155,72.86357117
2681,Шушары,59.8066864,30.38612747
1908,Котовск (Тамбовская область),52.58749008,41.50590134
1365,Туймазы,54.60677719,53.69358063
1994,Ивангород,59.37627029,28.21942139
1536,Гуково,48.04800034,39.95329285
1353,Благовещенск (Республика Башкортостан),55.04573059,55.95884705
6578,Солнечный (Красноярский край),55.28746414,89.82743073
1094,Невель,56.01545334,29.91682243
2366,Новополоцк,55.53204727,28.6603241
1301,Серов,59.59894562,60.56483078
1197,Нерчинск,51.98109436,116.57997894
1087,Сегежа,63.74394226,34.31757736
4195,Грахово,56.04758072,51.9584198
6011,Путилково,55.86411285,37.39025116
1903,Мценск,53.27865219,36.58032227
4260,Горноуральский,58.06700897,59.91341019
1049,Усинск,65.99220276,57.55709457
1634,Заинск,55.30502701,52.01741791
6759,Усть-Абакан,53.84460068,91.38129425
2068,Пересвет,56.4093895,38.17226028
6290,Шахтинск,49.70566559,72.594841
1314,Шадринск,56.0876236,63.63763046
3862,Стрелецкое,50.63476944,36.46495819
1483,Буденновск,44.78485107,44.15021515
5702,Визинга,61.07614517,50.10060501
2450,Пластун,44.75180054,136.29859924
1972,Углегорск,49.07963943,142.06314087
1984,Певек,69.70330811,170.28001404
4981,Винзили,56.96411896,65.78058624
1036,Светлогорск (Калининградская область),54.93954849,20.14932823
4708,Лузино,54.94513321,73.0283432
1101,Пустошка,56.33512497,29.36903954
1421,Тарко-Сале,64.918396,77.77035522
5336,Волго-Каспийский,46.20107651,47.92582321
1723,Киржач,56.15428543,38.85702515
4837,Краснозерское,53.99013138,79.23849487
2817,Тацинская,48.19214249,41.2746315
4615,Власиха,55.68896484,37.20394516
3322,Елизаветинская,45.04802322,38.77941513
4112,Мурмаши,68.81667328,32.83306122
1264,Артемовский (Свердловская область),57.34556198,61.88586807
1619,Сенгилей,53.9620285,48.79050827
5860,"Амзя (Нефтекамск, Башкортостан)",56.23465729,54.39287949
2804,Первомайский (Тамбовская область),53.24777985,40.27692032
4498,Большие Салы,47.38769531,39.68486023
1402,Нязепетровск,56.05350876,59.60232544
1349,Баймак,52.58648682,58.30194855
1376,Нягань,62.13965988,65.41477203
2242,Дрогичин,52.18571472,25.15994644
3853,поселок Лев Толстой,53.21110153,39.46133041
1451,Курганинск,44.88536453,40.59118652
1153,Енисейск,58.45532608,92.17475128
4775,Тасеево,57.21681595,94.894104
1423,Адыгейск,44.88331985,39.18588638
4861,Жигалово,54.81299973,105.15235901
1653,Алатырь,54.84049225,46.58673096
4730,Седельниково,56.94763947,75.30235291
2230,Зеленогорск (Ленинградская обл),60.20061493,29.70215797
3719,Берёзово,63.93524551,65.05356598
1327,Краснокамск,58.07792282,55.74274445
1267,Богданович,56.77495575,62.03380585
234,Румыния,45.83976746,24.98456573
1561,Рузаевка,54.07164383,44.94826889
1609,Пугачев,52.02192688,48.82302475
3034,Кульсары,46.96214676,54.01291656
1330,Лысьва,58.09973526,57.80992508
1144,Черемхово,53.14741135,103.08197784
1588,Кинель,53.21406555,50.61436081
3037,Приволжье (Самарская область),52.85820389,48.59196854
3710,Иглино,54.83481979,56.41558838
3047,Сосновка (Тамбовская область),53.22885132,41.37134171
2710,Иловля,49.30546188,43.97893524
3065,Казанское,55.64573669,69.23522949
4100,Баранчинский,58.16810989,59.69612122
2694,Тбилисская,45.3564682,40.19754028
1275,Заречный (Свердловская область),56.80624008,61.32704926
4641,Баргузин,53.42499924,108.99700165
2657,Софрино,56.1338501,37.92963028
4356,Павино,59.11501694,46.14399338
2007,Пикалево,,
3815,Панино,51.65423965,40.1313324
3849,Измалково,52.68370819,37.97740936
4754,Казачинское,57.69683456,93.28398132
1779,Нея,58.29384232,43.86771774
1583,Сердобск,52.45483398,44.20609665
1502,Гудермес,43.34043503,46.10031509
1425,Буйнакск,42.82191849,47.1224823
1983,Билибино,68.05542755,166.45056152
1299,Реж,57.37073517,61.38048553
5363,Нижний Одес,63.63299942,54.84999847
6365,Актогай,46.95219803,79.6754303
1543,Миллерово,48.92162323,40.4024353
3295,Старотитаровская,45.21873093,37.14728165
2245,Ивацевичи,52.70793533,25.33520508
1658,Цивильск,55.86436844,47.48451233
4814,Шерегеш,52.92631531,87.97710419
1279,Камышлов,56.84782028,62.69941711
1158,Иланский,56.23398972,96.06996918
1733,Радужный (Владимирская область),55.99240494,40.32293701
6528,Калининец,55.56609726,36.9959259
1089,Суоярви,62.08798218,32.37339783
1461,Усть-Лабинск,45.21097183,39.69114304
6453,Урджар,47.09923935,81.63478088
6,Австралия,-25.72810364,134.4901886
4763,Мотыгино,58.18175125,94.70475006
149,Швеция,59.67497253,14.52085876
2303,Новогрудок,53.59915161,25.82587624
1989,Волхов,59.89951706,32.35279846
3675,Моргауши,55.96842957,46.77371597
65,Нидерланды,52.24563217,5.62691879
1548,Сальск,46.4585762,41.53907013
1793,Кашин,57.36057663,37.60818481
1168,Шарыпово,55.53126526,89.18939209
4587,Октябрьский (Волгоградская область),47.96538162,43.6490097
3989,Ольгинская,45.9462738,38.54586411
2638,Орловский,46.86869049,42.05604935
2797,Баткен,40.06166077,70.82158661
3707,Прохоровка,51.03408051,36.73221207
1526,Серафимович,49.57888412,42.72471619
5268,Тымовское,50.85255051,142.65615845
2764,Акташ (Узбекистан),39.73725128,67.69216919
1039,Советск (Калининградская область),55.07467651,21.883955
2783,Карши,38.83982468,65.79277802
2050,Звенигород,55.73094177,36.85371399
4831,Верх-Тула,54.88049698,82.77313232
6355,Икша,56.17334366,37.50109482
1936,Райчихинск,49.80355835,129.40068054
2438,Анна,51.48978806,40.39503479
3064,Ордынское,54.36777878,81.90361023
3847,Долгоруково,52.31345749,38.3491745
3686,Пестяки,56.70626068,42.66952133
210,Катар,25.33369827,51.22953033
4278,Первомайский (Оренбургская область),51.90576553,51.63762283
1712,Скопин,53.82356644,39.54933929
4741,Абан,56.67542267,96.06803131
3271,Дагомыс,43.65903473,39.65118027
5168,Енотаевка,47.24333191,47.02900314
1773,Волгореченск,57.44437408,41.16346359
2251,Пинск,52.11235046,26.10459328
5867,"Красная Горка (Нуримановский район, Башкортостан)",55.2746582,56.90628052
1105,Вязьма,55.21585083,34.30455399
5444,Первомайское (Ленинградская область),60.01511383,31.72214127
1849,Калач,50.42498016,41.01328278
3052,Ракитное (Белгородская область),50.83368301,35.83439636
2449,Балтаси,56.34679794,50.2244072
1117,Ярцево,55.0682869,32.68650436
1294,Новая Ляля,59.05052185,60.57933044
5972,Малаховка (Московская область),55.65122604,38.01011276
2945,Краснозёрское,53.99013138,79.23849487
5026,Коротчаево,,
4574,Ерзовка,53.49863815,51.65975189
2081,Лосино-Петровский,55.86433411,38.20939255
5337,Кировский (Астраханская область),45.84716797,48.11943817
1610,Ртищево,52.25520325,43.79087448
6625,Старый Городок (Одинцовский район),55.66494751,36.85491943
6364,Мирный (Самарская область),53.5065918,50.27059555
1357,Кумертау,52.75655746,55.78775406
1024,Гурьевск (Калининградская область),54.76737213,20.6093998
1313,Петухово,55.10292435,67.96084595
1150,Бородино,55.52680969,35.81993103
1392,Карталы,53.05960464,60.64126587
1923,Липки,50.44863892,30.53007507
1521,Михайловка (Волгоградская область),50.07052994,43.23360062
209,Индия,22.35250854,79.36368561
5784,Варна (Челябинская область),53.38341904,60.97526932
4480,Октябрьский (Рязанская область),54.23633194,38.89144897
3727,Томилино,55.66231918,37.95428848
5116,Обухово,55.83462906,38.27769852
1861,Белоусово,55.09602737,36.67443848
1397,Куса,55.33622742,59.4428215
6059,Кудрово,59.28329849,30.63330078
1396,Коркино,54.89154053,61.39176941
4817,Яя,56.20464325,86.45036316
5732,Косулино (Свердловская область),56.73582077,60.95904922
5504,Эркен-Шахар,44.36876297,41.96327591
4296,Ясный (Оренбургская область),51.03740692,59.86517715
1696,Павлово,55.96480179,43.06461716
1115,Сафоново,55.09232712,33.26190948
1857,Семилуки,51.69838715,39.01464844
4626,Немчиновка,55.71984482,37.36304474
1175,Алдан,58.60356522,125.38327026
1579,Каменка (Пензенская область),53.18050766,44.00728226
215,Тура (Красноярский край),64.27025604,100.20760345
3275,Ильский,44.8362999,38.56163025
2761,Селятино,55.51601028,36.98315048
3432,Новомихайловский,44.25363159,38.84635162
6313,Палех,56.80177307,41.85244751
1069,Кола,68.88261414,33.01837921
6641,Пуровск,64.9391098,77.58810425
4027,Металлострой,59.80938339,30.57543182
4856,Белореченский,52.81397247,103.52509308
5147,Павловка,53.10597992,69.01456451
2780,Нукус,42.46002197,59.61766052
1953,Дальнереченск,45.92794418,133.73326111
1562,Темников,54.63221741,43.21066666
1063,Гаджиево,69.25,33.41699982
2589,Скидель,53.58660507,24.25047302
2252,Пружаны,52.55532455,24.45814514
5275,Чегдомын,51.13259506,133.02793884
2295,Волковыск,53.15359497,24.45060349
1480,Моздок,43.73941803,44.66736984
5175,Лиман (Астраханская область),45.7816391,47.22353745
1654,Канаш,55.50229263,47.50679779
2732,Суксун,57.14685822,57.39028168
1428,Избербаш,42.56685638,47.87278366
6336,Снегири,55.87966919,37.03914642
1453,Новокубанск,45.10568237,41.04183578
1486,Железноводск,44.13184357,43.03002548
1911,Рассказово,52.6505928,41.88405228
2682,Ульяновка (Ленинградская область),59.64152908,30.76514053
1623,Козьмодемьянск,56.34131241,46.58110428
5460,Форносово,59.57027817,30.55056
1242,Полысаево,54.60471344,86.27436829
1901,Ливны,52.42655182,37.60795212
2302,Мосты,50.50286484,13.63981628
2030,Ожерелье,54.78714752,38.27324295
5150,Верхние Киги,55.40282822,58.59954834
1605,Красный Кут,50.94613647,46.96950912
1534,Белая Калитва,48.17398834,40.78863144
3812,Новохопёрск,51.09370804,41.61087036
1843,Фокино (Брянская область),53.45340729,34.41633606
1820,Валуйки,50.19944,38.1207962
1230,Анжеро-Судженск,56.06432724,86.01599884
1523,Новоаннинский,50.53308487,42.66958618
1922,Киреевск,53.92918396,37.92804718
5960,Развилка (Московская область),55.59262466,37.75177765
1351,Белорецк,53.96888733,58.42322159
1800,Осташков,57.14227295,33.12000275
1683,Ветлуга,57.85369492,45.76159668
5485,Адыге-Хабль,44.33278275,41.93489838
3770,Верхнеяркеево,55.44036865,54.30876923
5779,Аргаяш,55.48210144,60.88401031
2840,Цхалтубо,42.33103561,42.6008873
5029,Пангоды,65.85657501,74.49479675
3272,Джубга,44.31738663,38.70348358
2648,Таксимо,56.34029007,114.89654541
1343,Заводоуковск,56.50900269,66.53942108
6200,Чамзинка,54.40960693,45.78480148
1074,Полярный,69.20146942,33.44751358
1852,Новохоперск,51.09370804,41.61087036
1190,Сорск,53.9956398,90.24784088
1290,Нижние Серги,56.66201019,59.29938126
2947,Максатиха,57.7865448,35.87931061
1306,Талица,57.01268768,63.72956467
5876,Николо-Березовка,56.12659836,54.17273712
2226,Байконур (Кызылорд. обл),44.8144951,65.50432349
1674,Слободской,58.72415161,50.17271042
1916,Богородицк,53.76824951,38.13380432
1897,Чаплыгин,53.24285126,39.97247314
6765,Белый Яр (Республика Хакасия),53.59643555,91.38236237
4904,Завьялово (Алтайский край),52.8382988,80.92095184
6603,Новый Городок (Одинцовский район),55.66494751,36.85491943
2011,Светогорск,61.11442566,28.85344696
4642,Бичура,50.58747101,107.59490204
1256,Асино,56.9991684,86.14085388
5792,Красногорский (Челябинская область),54.60584259,61.2376442
5162,Инзер,54.21824265,57.56655884
1293,Нижняя Тура,58.62253189,59.86790085
3938,Перемышль,49.78300095,22.7670002
1758,Кинешма,57.44295883,42.1493988
2708,Афипский,44.89629745,38.84353638
1738,Юрьев-Польский,56.50221634,39.68153763
4816,Яшкино,55.87072372,85.43835449
1939,Тында,55.14847565,124.72633362
2630,Белоозерск,52.47698212,25.18132591
195,Хромтау,50.2568779,58.4353447
1560,Краснослободск (Республика Мордовия),54.43199921,43.77779007
1926,Советск (Тульская область),53.93964386,37.63783264
4926,Павловск (Алтайский край),53.31801987,82.9881897
1219,Белокуриха,51.99496841,84.98088074
2954,Яблоновский (Республика Адыгея),44.99092102,38.94947433
2801,Вольгинский,55.94792938,39.24573898
6017,Сарань,49.80170822,72.8285141
1048,Сосногорск,63.58866119,53.93677902
6363,Вольно-Надеждинское,43.37926865,131.98352051
4491,Кордай,43.61219025,74.99946594
6592,Ташкиново,59.75,52.70000076
1568,Кувандык,51.48416138,57.36646652
4812,Тяжинский,56.1134758,88.52044678
5076,Ильинка,54.2030983,68.00595856
4659,Хоринск,52.16146469,109.76294708
1276,Ивдель,60.69863129,60.41751099
3286,Отрадная,44.39773941,41.5219841
1851,Нововоронеж,51.31188583,39.21400833
241,Португалия,39.68219757,-7.96828794
1547,Пролетарск,46.69726944,41.7086792
1681,Богородск,56.10380936,43.51686096
5559,Тахтамукай,44.92315674,38.99334335
2755,Серебрянск,49.68460846,83.29708862
1819,Бирюч,50.65309525,38.3996582
1650,Можга,56.44276047,52.21390533
5627,Сунжа (Ингушетия),43.3175354,45.05099869
1731,Петушки,55.91699982,39.46699905
3061,Ивня,51.06231308,36.13134766
1589,Нефтегорск (Самарская область),52.8072319,51.17360687
3285,"Октябрьская (Крыловский район,Краснодарский край)",46.28576279,39.80970383
1567,Гай,51.46785355,58.45491791
300,Таиланд,15.13178921,101.01837921
1209,Куйбышев,55.44428253,78.34143066
4561,Чалтырь,47.28074265,39.49951935
5227,Ключи (Камчатский край),56.3236618,160.83882141
4910,Ключи (Алтайский край),52.25555038,79.17332458
1341,Чусовой,58.29405212,57.82407379
2845,Кара-Балта,42.80236435,73.8526535
2736,Приволжский,51.41265869,46.04674911
5017,Салым,60.0761261,71.47367859
1232,Березовский (Кемеровская область),55.66947937,86.27424622
4627,Новоивановское,55.70529938,37.36629868
4196,Дебёсы,57.65132904,53.80673218
4838,Криводановка,55.08589172,82.64409637
4019,Мга,59.74931335,31.05614281
1478,Беслан,43.19378662,44.54868698
1736,Судогда,55.9500618,40.85705566
1043,Вуктыл,63.848526,57.30696106
2951,Сарыагаш,41.4501152,69.16444397
2796,Ош,40.53619003,72.80335999
1305,Тавда,58.0513649,65.25421906
1198,Петровск-Забайкальский,51.27614594,108.84624481
4557,Тарасовский,48.73231888,40.3656311
6773,Андреевка (Хасанский район),42.64595032,131.13145447
1959,Фокино (Приморский край),42.96996689,132.41056824
2680,Приютово,53.89706802,53.93213654
1455,Приморско-Ахтарск,46.04901886,38.17039871
4793,Инской,53.50552368,82.6703186
1638,Мамадыш,55.7130127,51.39535522
1816,Углич,57.52630234,38.31734085
4901,Власиха (Алтайский край),53.28980637,83.62208557
1372,Лянтор,61.62151337,72.16994476
5171,Ильинка (Икрянинский район),45.95396805,47.66943741
1732,Покров,54.03810883,34.26185989
3714,Гиагинская,44.87258148,40.06077957
5264,Камень-Рыболов,44.72080231,132.0405426
1564,Абдулино,53.69346619,53.64790344
3683,Чернянка,50.94188309,37.81442642
5094,Могойтуй,51.28795624,114.93186188
2314,Дзержинск (Беларусь),53.68470001,27.13168335
1858,Эртиль,51.83726883,40.79515839
1772,Буй,58.48134995,41.53801727
1962,Анива,46.7196846,142.52331543
1907,Кирсанов,52.65058136,42.72478867
4790,Грамотеино,54.52598572,86.36602783
2057,Ликино-Дулево,54.07003021,33.73648834
4840,Кыштовка,56.56774139,76.61774445
4048,Глинищево,53.30291748,34.0767746
4053,Куркино,55.88693619,37.37975311
1385,Аша,54.99133301,57.27732468
1593,Похвистнево,53.65270996,52.12729645
5095,Нерчинский Завод,51.30935669,119.61472321
2071,Протвино,54.87703705,37.22146225
40,Казахстан,48.10129547,66.7780838
113,Россия,61.66702652,99.09856415
9,Азербайджан,40.39363098,47.78725052
16,Беларусь,53.54193497,28.04946327
28,Грузия,42.18067932,43.50618362
1575,Пензенская область,53.18247986,44.63396835
48,Кыргызстан,41.50893402,74.72409058
1586,Самарская область,53.27694702,50.4637146
1596,Саратовская область,51.57865524,46.79747009
2114,Республика Крым,45.33240891,34.36699295
1614,Ульяновская область,53.88956833,47.9469223
1103,Смоленская область,54.95661545,32.99777222
1624,Республика Татарстан,55.35261536,50.9181633
1118,Республика Бурятия,53.55713272,109.50959015
97,Узбекистан,41.32373047,63.95280838
1124,Иркутская область,57.10020065,106.36322784
1646,Удмуртская Республика,57.16744232,52.79700089
1652,Чувашская Республика,55.49132919,47.08462524
1146,Красноярский край,67.02440643,95.94022369
1661,Кировская область,58.68000793,49.83034515
1679,Нижегородская область,56.31197357,44.61108398
145,Ленинградская область,60.01511383,31.72214127
1192,Забайкальский край,52.84723282,116.20051575
1704,Рязанская область,54.33322906,40.62514114
1202,Новосибирская область,55.27662659,79.76953888
1217,Алтайский край,52.60813141,82.60857391
1229,Кемеровская область,54.77919388,87.20737457
1754,Ивановская область,56.98938751,41.55592728
1249,Омская область,56.10312653,73.34358978
1255,Томская область,58.49094391,82.14196777
1771,Костромская область,58.45602798,43.78937149
1261,Свердловская область,58.58657837,61.53014374
1783,Тверская область,57.09278488,34.70449066
1806,Ярославская область,57.86499023,39.14401245
1817,Белгородская область,50.67073059,37.49095917
1828,Брянская область,52.90956116,33.42156219
1317,Пермский край,59.11800766,56.2253952
1844,Воронежская область,50.97173691,40.23273849
1859,Калужская область,54.37179565,35.44621658
1890,Липецкая область,52.64429092,39.14969254
1384,Челябинская область,54.44575882,60.39513016
1898,Орловская область,52.78105545,36.47952652
1913,Тульская область,53.8878212,37.57717133
1943,Камчатский край,55.96853256,159.21421814
1948,Приморский край,45.1776123,134.72192383
1438,Краснодарский край,45.26422882,39.46429062
1975,Хабаровский край,53.48480988,134.58360291
1481,Ставропольский край,44.9539032,43.34413528
1500,Чеченская республика,43.30591965,45.74697113
2019,Московская область,55.4961586,38.62312317
1511,Волгоградская область,49.61577225,44.1512413
1008,Архангельская область,63.41415024,43.14626312
1530,Ростовская область,,
1020,Калининградская область,54.7063179,21.45708656
6388,Шардара,41.26610565,67.96613312
1026,Зеленоградск,54.95986557,20.47506142
2587,Панама,8.5197258,-80.08855438
2080,Шатура,55.57800674,39.54442215
5718,Восточный (Свердловская область),56.78976822,59.94836426
3677,Комсомольское (Чувашская Республика),55.49132919,47.08462524
2679,Чишмы,54.59002304,55.38248444
3712,Коченево,55.03067017,82.21276093
2731,Красково,55.65760803,37.98462677
6319,Хандыга,62.65297699,135.56680298
2260,Дубровно,54.57190323,30.69112015
217,Усть-Ордынский,52.80152512,104.75875854
233,Сингапур,1.35652304,103.80859375
5872,"Михайловка (Уфимский район, Башкортостан)",54.75606155,55.73693466
5364,Троицко-Печорск,62.7133522,56.18680573
1287,Лесной,58.63490677,59.78113556
